Headlines,Summaries,Author,Date,Day,Month,Year,Day_Of_Week,Result_Headline,Result_Summary,Positive_Headline,Neutral_Headline,Negative_Headline,Positive_Summary,Neutral_Summary,Negative_Summary,Result_Headline_negative,Result_Headline_neutral,Result_Headline_positive,Result_Summary_negative,Result_Summary_neutral,Result_Summary_positive
fundamental economy strong capable higher growth rate pm modi tell rajya sabha,rejecting pessimism target nearly doubling size economy $ 5 trillion prime minister said aspirational target needed ahead,PTI ,2/6/2020,6,2,2020,3,positive,negative,0.89,0.09,0.02,0.0,0.0,1.0,0,0,1,1,0,0
india ’ s clean energy future depends rapid growth nuclear power anil kakodkar,ex-chairman atomic energy commission say india missed bus nuclear trade entering market improve economy country ’ s global standing,Nayanima Basu ,2/6/2020,6,2,2020,3,neutral,neutral,0.47,0.52,0.01,0.09,0.84,0.07,0,1,0,0,1,0
dgca asks airline follow vishakha guideline sexual harassment complaint,letter airline ceo dgca said received numerous complaint woman working pilot cabin crew area sexual harassment senior colleague,PTI ,2/6/2020,6,2,2020,3,negative,negative,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0
election commission issue notice aap leader sanjay singh remark bjp,ec said sanjay singh trying create panic voter reportedly said situation created bjp cause major trouble shaheen bagh-jamia area,PTI ,2/6/2020,6,2,2020,3,neutral,negative,0.03,0.92,0.05,0.0,0.0,1.0,0,1,0,1,0,0
air india due r 822 crore vvip charter flight rti data,air india stopped issuing ticket credit government agency travel official december 2019 accruing pending bill,PTI ,2/6/2020,6,2,2020,3,neutral,neutral,0.0,1.0,0.0,0.01,0.9,0.09,0,1,0,0,1,0
peter mukerjea granted bail sheena bora murder case,court said peter mukerjea india incident took place prima facie evidence prove involvement,PTI ,2/6/2020,6,2,2020,3,negative,negative,0.01,0.16,0.83,0.0,0.02,0.98,1,0,0,1,0,0
delhi court seek 16 december convict ’ response application seeking fresh death warrant,tihar jail authority moved court seeking issuance fresh death warrant convict execution order stayed 31 january,PTI ,2/6/2020,6,2,2020,3,negative,negative,0.0,0.09,0.91,0.0,0.01,0.99,1,0,0,1,0,0
refusal accept law passed legislature path anarchy — modi caa protest,accusing congress left inciting anti-caa protester say opposition trying pakistan attempted year,Neelam Pandey ,2/6/2020,6,2,2020,3,negative,negative,0.01,0.08,0.91,0.0,0.0,1.0,1,0,0,1,0,0
kirtan langar train — pm want railway focus religious tourism boost income,pm narendra modi want railway use unused land generate solar power run special train holy site & charge wifi vacant space platform,Moushumi Das Gupta ,2/6/2020,6,2,2020,3,neutral,neutral,0.45,0.51,0.04,0.0,1.0,0.0,0,1,0,0,1,0
veteran dancer arati da known ‘ miss shefali ’ acted satyajit ray film dy,arati da ( 76 ) worked satyajit ray 'pratidwandi ' 'seemabaddha ' known 'queen cabaret ' outstanding dancing skill,PTI ,2/6/2020,6,2,2020,3,negative,neutral,0.01,0.12,0.87,0.26,0.71,0.03,1,0,0,0,1,0
booze tap kerala town get free-flowing alcohol thanks excise department,resident solomon ’ s avenue apartment found excise department officer thrown seized liquor pit near draw water,Angana Chakrabarti ,2/6/2020,6,2,2020,3,positive,neutral,0.82,0.18,0.0,0.01,0.71,0.28,0,0,1,0,1,0
outside firm enter mining race j & k lease earnings touch crore lakh,company punjab uttar pradesh & rajasthan participated public auction won lease j & k ’ s reserve coal marble limestone,Azaan Javaid ,2/6/2020,6,2,2020,3,neutral,neutral,0.0,0.99,0.01,0.08,0.89,0.03,0,1,0,0,1,0
want imported onion modi govt plan distress sale state r 10/kg,govt spent r 226 crore import onion sold worth r 17-19 crore state,Samyak Pandey ,2/6/2020,6,2,2020,3,neutral,neutral,0.0,0.77,0.23,0.01,0.83,0.16,0,1,0,0,1,0
ec bar delhi police officer claimed shaheen bagh shooter aap link poll duty,poll body termed action delhi police dcp rajesh deo 'totally uncalled ' said conduct consequence holding free fair election,PTI ,2/6/2020,6,2,2020,3,neutral,negative,0.0,0.98,0.02,0.07,0.15,0.78,0,1,0,1,0,0
today zero tolerance fgm day battle end bohra muslim custom begun,supreme court gearing hear plea seeking ban female genital mutilation survivor continue fight outside community,Fiza Jha ,2/6/2020,6,2,2020,3,negative,negative,0.01,0.22,0.77,0.0,0.07,0.93,1,0,0,1,0,0
5-year-old girl raped embassy quarter delhi ’ s chanakyapuri,delhi police arrested 25-year-old driver lived embassy quarter parent complaint lodged girl family,PTI ,2/6/2020,6,2,2020,3,negative,negative,0.0,0.01,0.99,0.0,0.03,0.97,1,0,0,1,0,0
‘ shot outside shop ’ — family denies man hurt j & k gunbattle militant,family umar fayaz injured gunbattle say shopkeeper police claim fayaz militant belongs lesser-known jammu kashmir islamic state,Azaan Javaid ,2/5/2020,5,2,2020,2,negative,negative,0.0,0.01,0.99,0.01,0.07,0.92,1,0,0,1,0,0
12-year-old bravery award winner seek directive kid participating protest,zen sadavarte claimed death 4 month old shaheen bagh violated infant ' right life demanded post-mortem report,PTI ,2/5/2020,5,2,2020,2,neutral,negative,0.43,0.43,0.14,0.0,0.0,1.0,0,1,0,1,0,0
sonia gandhi discharged ganga ram hospital 3 day,congress president admitted 2 february complained stomachache,PTI ,2/5/2020,5,2,2020,2,neutral,negative,0.01,0.96,0.03,0.0,0.01,0.99,0,1,0,1,0,0
election commission imposes 24-hour ban bjp mp parvesh verma,ban verma second week came force 6 pm wednesday,PTI ,2/5/2020,5,2,2020,2,negative,negative,0.0,0.31,0.69,0.01,0.2,0.79,1,0,0,1,0,0
fir filed choreographer ganesh acharya sexual harassment,complainant assistant choreographer approached state woman commission day ago alleging sexual harassment acharya,PTI ,2/5/2020,5,2,2020,2,negative,negative,0.0,0.07,0.93,0.0,0.05,0.95,1,0,0,1,0,0
lawyer k parasaran 92 represented hindu sc head ram temple trust,named sri ram janmabhoomi teerth kshetra trust notified central government wednesday morning,Moushumi Das Gupta ,2/5/2020,5,2,2020,2,positive,positive,0.77,0.22,0.01,0.78,0.21,0.01,0,0,1,0,0,1
‘ aap ka ’ hate speech salesman amit shah & avoiding delhi ’ s ‘ gas chamber ’,best cartoon day chosen editor theprint,Shubhangi Misra ,2/5/2020,5,2,2020,2,negative,positive,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,1
home ministry say office ram temple trust based delhi ’ s greater kailash,home minister amit shah said shri ram janmabhoomi teerth kshetra trust 15 member including dalit community,PTI ,2/5/2020,5,2,2020,2,positive,positive,0.75,0.25,0.0,0.65,0.34,0.01,0,0,1,0,0,1
389 people detained j & k public safety act article 370 scrapped govt,replying question rajya sabha union minister g kishan reddy said detention order issued 444 people centre scrapped j & k special status,Ananya Bhardwaj ,2/5/2020,5,2,2020,2,neutral,negative,0.02,0.64,0.34,0.0,0.16,0.84,0,1,0,1,0,0
shouldn ’ t accept 5 acre land mosque offered taj mahal aimplb,line sc order ayodhya title suit govt allotted 5 acre land sunni waqf board dhannipur village lucknow-ayodhya highway,Fatima Khan ,2/5/2020,5,2,2020,2,neutral,neutral,0.01,0.98,0.01,0.0,1.0,0.0,0,1,0,0,1,0
233 people slapped sedition charge 2014-18 govt tell rajya sabha,union minister g. kishan reddy say 70 people charged sedition 2018. number 51 ( 2017 ) 35 ( 2016 ) 30 ( 2015 ) 47 ( 2014 ),PTI ,2/5/2020,5,2,2020,2,negative,neutral,0.0,0.29,0.71,0.0,0.91,0.09,1,0,0,0,1,0
disney+ india debut merger hotstar 29 march,stiff competition india already-crowded ott market netflix amazon prime video zee 5 altbalaji voot sony liv popular,Shubhangi Misra ,2/5/2020,5,2,2020,2,neutral,positive,0.0,1.0,0.0,0.56,0.28,0.16,0,1,0,0,0,1
modi govt ’ s ram temple trust poll violation sc order trump ec code,ec official modi govt ’ s decision announce trust ram temple prima facie violate model code conduct,Sanya Dhingra ,2/5/2020,5,2,2020,2,neutral,neutral,0.39,0.57,0.04,0.1,0.73,0.17,0,1,0,0,1,0
india strengthen outer space capability responsibly modi defexpo inauguration,"biennial event lucknow pm modi said india ’ s focus increasing defence export r 35,000 crore r 17,000 crore",Snehesh Alex Philip ,2/5/2020,5,2,2020,2,neutral,neutral,0.02,0.98,0.0,0.0,1.0,0.0,0,1,0,0,1,0
16 december convict won ’ t hang separately hc set 7-day deadline exhaust legal option,delhi hc order came central govt plea said legal remedy sought convict delaying execution,Debayan Roy ,2/5/2020,5,2,2020,2,neutral,negative,0.0,0.61,0.39,0.02,0.27,0.71,0,1,0,1,0,0
45 % delhi ’ s candidate fell love 41 % lied — survey navbharat time,navbharat time asked 134 delhi 672 candidate contesting election love life childhood dream reading habit &,Angana Chakrabarti ,2/5/2020,5,2,2020,2,positive,positive,0.8,0.04,0.16,0.5,0.49,0.01,0,0,1,0,0,1
let single woman widowed divorced avail surrogacy parliamentary panel,select committee recommendation woman 35-45 age group say surrogate mother restricted “ close relative ”,Moushumi Das Gupta ,2/5/2020,5,2,2020,2,neutral,neutral,0.01,0.95,0.04,0.0,0.99,0.01,0,1,0,0,1,0
j & k leader sajad lone waheed parra released detention month,people conference leader sajad lone pdp waheed parra placed preventive custody modi govt scrapped article 370 jammu kashmir 5 august year,PTI ,2/5/2020,5,2,2020,2,negative,neutral,0.0,0.1,0.9,0.0,0.99,0.01,1,0,0,0,1,0
shaheen bagh shooter aap worker double punishment say delhi cm kejriwal,aap chief arvind kejriwal said compromise national security strict punishment given disrupting law order,PTI ,2/5/2020,5,2,2020,2,neutral,negative,0.0,0.67,0.33,0.06,0.24,0.7,0,1,0,1,0,0
pm modi announces formation ram temple trust day ahead delhi election,statement posted twitter home minister amit shah said trust 15 trustee dalit,Moushumi Das Gupta ,2/5/2020,5,2,2020,2,neutral,positive,0.37,0.62,0.01,0.71,0.24,0.05,0,1,0,0,0,1
proposal link social medium profile aadhaar govt tell lok sabha,union minister ravi shankar prasad said step taken curb spread fake news pornography social medium platform,PTI ,2/5/2020,5,2,2020,2,neutral,negative,0.0,0.99,0.01,0.0,0.02,0.98,0,1,0,1,0,0
delhi hc pull centre order evacuation govt bungalow occupied retired official,delhi high court directed centre recover lakh rupee due owed illegal occupant,PTI ,2/5/2020,5,2,2020,2,neutral,negative,0.0,0.99,0.01,0.0,0.11,0.89,0,1,0,1,0,0
2 militant 1 crpf jawan killed encounter near srinagar,gun battle began militant opened fire security force shalteng area outside srinagar,PTI ,2/5/2020,5,2,2020,2,negative,negative,0.0,0.0,1.0,0.11,0.1,0.79,1,0,0,1,0,0
"death toll coronavirus soar 426 china 20,000 case confirmed",midst novel coronavirus crisis report emerged local chinese official harassed doctor wuhan raised alarm virus december,PTI ,2/4/2020,4,2,2020,1,neutral,negative,0.01,0.67,0.32,0.0,0.0,1.0,0,1,0,1,0,0
delhi police say shaheen bagh shooter aap member party call ‘ bjp ’ s dirty politics ’,crime branch claim kapil baisala deleted whatsapp data shooting incident shaheen bagh retrieved data picture aap leader,Ananya Bhardwaj ,2/4/2020,4,2,2020,1,negative,negative,0.0,0.03,0.97,0.0,0.01,0.99,1,0,0,1,0,0
yogi adityanath ’ s ‘ ray ’ energise governs ipad ia officer,curtain raiser defence expo 2020 officer avnish awasthi fulsome praise cm yogi adityanath amusement audience,Snehesh Alex Philip ,2/4/2020,4,2,2020,1,neutral,neutral,0.01,0.99,0.0,0.04,0.96,0.0,0,1,0,0,1,0
"rajkot collector pay journalist r 50,000 ‘ republic day coverage ’ stir row",collector remya mohan say money publishing ‘ advertisement material ’ gujarati daily divya bhaskar carry report saying published ad,Fatima Khan ,2/4/2020,4,2,2020,1,neutral,neutral,0.0,0.99,0.01,0.01,0.64,0.35,0,1,0,0,1,0
‘ virginity stake ’ law student didn ’ t report abuse chinmayanand ’ s bail order note,bail order chinmayanand accused sexually abusing shahjahanpur law student make reference woman behavior 'strange ' tie family read text,ThePrint Team ,2/4/2020,4,2,2020,1,negative,negative,0.0,0.24,0.76,0.0,0.05,0.95,1,0,0,1,0,0
govt taken decision nationwide nrc nityanand rai tell lok sabha,june 2019 president ram nath kovind said centre decided implement process nrc `` priority basis '',PTI ,2/4/2020,4,2,2020,1,neutral,neutral,0.01,0.98,0.01,0.01,0.99,0.0,0,1,0,0,1,0
modi shah & yogi couldn ’ t stop talking shaheen bagh delhi election rally,anti-caa protest shaheen bagh modi shah adityanath mentioned tukde-tukde gang anarchy national security article 370 ram temple delhi rally,Neelam Pandey ,2/4/2020,4,2,2020,1,neutral,neutral,0.01,0.87,0.12,0.06,0.68,0.26,0,1,0,0,1,0
modi govt ’ s waterway authority set rope private player build operate terminal,private player queuing inland waterway authority india look moving building terminal jetty waterway,Moushumi Das Gupta ,2/4/2020,4,2,2020,1,neutral,neutral,0.0,1.0,0.0,0.01,0.99,0.0,0,1,0,0,1,0
european envoy visit j & k vote kashmir caa resolution india summit,envoy ’ visit originally scheduled summer moved ahead light european parliament ’ s joint draft resolution kashmir caa,Nayanima Basu ,2/4/2020,4,2,2020,1,neutral,neutral,0.03,0.97,0.0,0.01,0.99,0.0,0,1,0,0,1,0
modi govt plan run 150 private train year-end like impossible task,preferential treatment private train trouble employee union issue making railway privatisation plan appear doomed,Srinand Jha ,2/4/2020,4,2,2020,1,negative,negative,0.01,0.3,0.69,0.0,0.0,1.0,1,0,0,1,0,0
modi govt ’ s new tax mean paperwork cost indian student going abroad,union budget 2020 proposal collect 5 % tax overseas remittance r 7 lakh increase short-term cost paperwork indian student,Remya Nair ,2/4/2020,4,2,2020,1,neutral,neutral,0.02,0.93,0.05,0.0,1.0,0.0,0,1,0,0,1,0
25 kid underground bunker 150 crude bomb — led farrukhabad hostage crisis,30 january batham locked 25 child luring home pretext birthday party motive crisis steeped troubled past,Shiv Sunny ,2/4/2020,4,2,2020,1,negative,negative,0.0,0.03,0.97,0.0,0.14,0.86,1,0,0,1,0,0
phone led arrest j & k cop davinder singh & hizbul terrorist,j & k deputy superintendent police davinder singh hizbul terrorist 'key player ' lawyer irfan ahmad mir arrested month,Snehesh Alex Philip ,2/4/2020,4,2,2020,1,negative,negative,0.01,0.34,0.65,0.0,0.08,0.92,1,0,0,1,0,0
aap win delhi 54-60 seat bjp 10-14 time now-ipsos poll find,according time now-ipsos opinion poll 51 % delhi resident don ’ t support shaheen bagh stir caa,Neelam Pandey ,2/3/2020,3,2,2020,0,neutral,neutral,0.0,1.0,0.0,0.13,0.85,0.02,0,1,0,0,1,0
ed attache asset kkr kolkata ’ s st xavier ’ s college rose valley ponzi scam,probing money laundering charge ed attached r 1 crore 3 account st xavier ’ s college r 11.87 crore kkr,Madhuparna Das ,2/3/2020,3,2,2020,0,negative,neutral,0.0,0.0,1.0,0.0,0.99,0.01,1,0,0,0,1,0
iit professor author yale postdoc — assam academic questioned nia ‘ caa violence ’,outcry weekend arupjyoti saikia summoned nia interrogation reportedly connection anti-caa violence assam year,Bismee Taskin ,2/3/2020,3,2,2020,0,negative,negative,0.0,0.2,0.8,0.0,0.03,0.97,1,0,0,1,0,0
mother return shaheen bagh protest day four-month-old dy cold,mohammed jahaan contracted severe cold congestion exposed winter chill shaheen bagh protest site died week,PTI ,2/3/2020,3,2,2020,0,negative,negative,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0
nia book 11 people elgar parishad case anti-terror law uapa ipc,11 booked include activist gautam navalkha anand teltumbde arrested pune police,PTI ,2/3/2020,3,2,2020,0,negative,negative,0.0,0.07,0.93,0.01,0.13,0.86,1,0,0,1,0,0
team india armed police personnel climb everest ‘ camaraderie spirit ’,38-member team capf personnel woman leave delhi week march 75-day expedition,Ananya Bhardwaj ,2/3/2020,3,2,2020,0,neutral,neutral,0.01,0.98,0.01,0.0,0.99,0.01,0,1,0,0,1,0
chinmayanand union minister accused sexually abusing law student get bail,allahabad high court granted bail chinmayanand arrested 20 september section 376-c ipc charge short rape,PTI ,2/3/2020,3,2,2020,0,negative,negative,0.0,0.03,0.97,0.0,0.14,0.86,1,0,0,1,0,0
bjp ‘ unhappy ’ congress demand apology hegde say freedom movement staged,bjp mp anantkumar hegde sunday said freedom movement led mahatma gandhi 'drama ' staged approval british,ThePrint Team ,2/3/2020,3,2,2020,0,negative,neutral,0.02,0.02,0.96,0.2,0.78,0.02,1,0,0,0,1,0
‘ don ’ t scared question ’ rahul take sitharaman job youth,congress leader rahul gandhi said modi govt presented union budget 2019-2020 saturday miserably failed generate job youth,PTI ,2/3/2020,3,2,2020,0,negative,negative,0.01,0.27,0.72,0.0,0.01,0.99,1,0,0,1,0,0
india register positive case coronavirus kerala,health ministry said patient recently travelled wuhan tested positive novel coronavirus isolation,PTI ,2/3/2020,3,2,2020,0,neutral,negative,0.12,0.87,0.01,0.21,0.38,0.41,0,1,0,1,0,0
sleepy town lakh sold ias-ips dream get selected,thakurdwara home dozen upsc coaching institute teach youth pursue ias-ips dream caring reality lack job,Sanya Dhingra ,2/3/2020,3,2,2020,0,neutral,neutral,0.02,0.96,0.02,0.24,0.7,0.06,0,1,0,0,1,0
new strain coronavirus damaging economy,wuhan outbreak directly affect fewer people compared past pandemic pack intense punch interconnected global economy,Ilan Noy ,2/3/2020,3,2,2020,0,negative,negative,0.0,0.0,1.0,0.01,0.24,0.75,1,0,0,1,0,0
tajinder bagga — bjp ’ s twitter warrior aim win delhi seat ‘ doesn ’ t know ’,history disrupting event & getting scuffle generally considered blemish poll candidate tajinder bagga wear badge pride,Fatima Khan ,2/3/2020,3,2,2020,0,neutral,neutral,0.16,0.84,0.0,0.35,0.6,0.05,0,1,0,0,1,0
unidentified men open fire outside jamia millia firing incident area 4 day,injured attack sunday night jamia coordination committee statement said attacker red scooty police verifying claim,PTI ,2/3/2020,3,2,2020,0,negative,negative,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0
modi govt new info push — davos-like summit indian medium entertainment industry,& b ministry ’ s vision plan includes vernacular push opening shooting floor foreign film audio-visual content india ’ s ‘ success story ’,Amrita Nayak Dutta ,2/3/2020,3,2,2020,0,neutral,neutral,0.03,0.96,0.01,0.13,0.86,0.01,0,1,0,0,1,0
sonia gandhi admitted sir ganga ram hospital stomach ache,congress chief attend union budget presentation parliament saturday,PTI ,2/2/2020,2,2,2020,6,negative,neutral,0.0,0.02,0.98,0.01,0.98,0.01,1,0,0,0,1,0
16 december gangrape delhi hc reserve verdict centre ’ s plea stay execution,delhi high court judge justice suresh kait said pas order party concluded argument,PTI ,2/2/2020,2,2,2020,6,neutral,neutral,0.0,0.98,0.02,0.03,0.71,0.26,0,1,0,0,1,0
pro-hindutva leader murdered lucknow sunday big b fan sp man,gorakhpur-born ranjeet bachchan discontinued long association samajwadi party 2017 join force pro-hindutva organisation,Prashant Srivastava ,2/2/2020,2,2,2020,6,negative,neutral,0.01,0.11,0.88,0.01,0.98,0.01,1,0,0,0,1,0
december 2012 gangrape convict delaying execution deliberately solicitor general hc,solicitor general tushar mehta told court convict pawan gupta filing curative mercy petition deliberate calculated inaction,PTI ,2/2/2020,2,2,2020,6,negative,negative,0.0,0.01,0.99,0.03,0.22,0.75,1,0,0,1,0,0
shaheen bagh protest local demonstrate closure kalindi kunj road,protester demanded people sitting anti-caa protest site shaheen bagh clear stretch commuter facing difficulty,PTI ,2/2/2020,2,2,2020,6,negative,negative,0.01,0.26,0.73,0.0,0.0,1.0,1,0,0,1,0,0
india temporarily suspends e-visa facility chinese & foreigner residing china,view coronavirus outbreak china indian embassy suspended e-visas issued,K J M Varma ,2/2/2020,2,2,2020,6,neutral,neutral,0.0,0.94,0.06,0.01,0.73,0.26,0,1,0,0,1,0
nia search south kashmir office & residence davinder singh case,jammu kashmir dsp davinder singh suspended investigated nia ferrying terrorist valley 11 january,PTI ,2/2/2020,2,2,2020,6,neutral,neutral,0.0,1.0,0.0,0.0,0.78,0.22,0,1,0,0,1,0
antarrashtriya hindu mahasabha chief shot dead lucknow,ranjeet bachchan earlier associated samajwadi party killed sunday morning walk,PTI ,2/2/2020,2,2,2020,6,negative,negative,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0
india airlift 323 citizen 7 maldivian china ’ s coronavirus-hit wuhan,second batch airlifted china wuhan city ground zero coronavirus outbreak killed 300 people,K J M Varma ,2/2/2020,2,2,2020,6,neutral,negative,0.0,1.0,0.0,0.0,0.01,0.99,0,1,0,1,0,0
60 % aap 26 % bjp candidate declare criminal case delhi poll affidavit,according association democratic reform overall 20 % candidate year declared criminal case compared 17 % 2015,PTI ,2/2/2020,2,2,2020,6,neutral,negative,0.0,0.56,0.44,0.01,0.27,0.72,0,1,0,1,0,0
second case novel coronavirus detected kerala,india case novel coronavirus detected kerala student testing positive,PTI ,2/2/2020,2,2,2020,6,neutral,neutral,0.02,0.9,0.08,0.13,0.84,0.03,0,1,0,0,1,0
6 indian fever stopped boarding air india flight wuhan,india flying citizen stranded wuhan epicentre coronavirus epidemic 324 people landed delhi saturday morning,PTI ,2/1/2020,1,2,2020,5,negative,neutral,0.01,0.27,0.72,0.01,0.93,0.06,1,0,0,0,1,0
16-point agenda double farmer income & boost agriculture 3 % jump outlay,budget allocation agriculture increased 3 % — r 1.39 lakh crore 2019-20 r 1.43 lakh crore — amid acute rural distress,Samyak Pandey ,2/1/2020,1,2,2020,5,neutral,neutral,0.24,0.69,0.07,0.01,0.87,0.12,0,1,0,0,1,0
r affiliate call sitharaman ’ s budget 2020 open fdi education ‘ welcome ’,appreciating rural thrust nirmala sitharaman ’ s budget 2020 swadeshi jagran manch say fdi education ‘ transfer domestic resource abroad ’,Neelam Pandey ,2/1/2020,1,2,2020,5,neutral,neutral,0.03,0.93,0.04,0.04,0.96,0.0,0,1,0,0,1,0
nirmala sitharaman ’ s second union budget woos salaried class —,budget 2020 change tax slab benefit salaried class earning r 15 lakh year opting forgo exemption,Neelam Pandey ,2/1/2020,1,2,2020,5,neutral,neutral,0.26,0.62,0.12,0.32,0.55,0.13,0,1,0,0,1,0
electrical good tobacco costlier raw sugar tuna bait cheaper,relative change price product custom duty tax imposed central government,Srijan Shukla ,2/1/2020,1,2,2020,5,neutral,neutral,0.01,0.98,0.01,0.0,0.96,0.04,0,1,0,0,1,0
man murder wife fight walk severed head 1.5 km police station,police said accused akhikesh rawat dragged wife house decapitated,PTI ,2/1/2020,1,2,2020,5,negative,negative,0.0,0.01,0.99,0.0,0.0,1.0,1,0,0,1,0,0
‘ ’ lucky ’ — indian coronavirus-hit wuhan ’ scared relieved,300 indian evacuated coronavirus-hit wuhan saturday air india flight ’ ll spend 14 day isolation,Angana Chakrabarti ,2/1/2020,1,2,2020,5,negative,neutral,0.02,0.03,0.95,0.01,0.75,0.24,1,0,0,0,1,0
delhi man arrested firing air shaheen bagh — second shooting 3 day,shaheen bagh firing incident come day jamia student injured teenager shot anti-caa protest,Fatima Khan ,2/1/2020,1,2,2020,5,negative,negative,0.0,0.07,0.93,0.0,0.0,1.0,1,0,0,1,0,0
govt cut national sport federation & sai budget incentive player,"2020 budget modi government allocated r 2,826.92 crore sport budget mere increase r 50 crore 2019-20",PTI ,2/1/2020,1,2,2020,5,neutral,neutral,0.02,0.97,0.01,0.0,0.99,0.01,0,1,0,0,1,0
modi govt slash half free upsc coaching budget minority,overall budget minority affair ministry allocation ‘ free coaching & allied scheme minority ’ slashed r 75 cr r 50 cr,Fatima Khan ,2/1/2020,1,2,2020,5,positive,neutral,0.55,0.42,0.03,0.11,0.47,0.42,0,0,1,0,1,0
pramod agrawal coal india new chairman managing director,pramod agrawal 1991 batch ia officer principal secretary urban development housing department madhya pradesh,PTI ,2/1/2020,1,2,2020,5,neutral,neutral,0.02,0.98,0.0,0.0,1.0,0.0,0,1,0,0,1,0
5 archaeological site modi govt want develop museum,"finance minister nirmala sitharaman allocated r 3,150 crore ministry culture site fall",Simrin Sirur ,2/1/2020,1,2,2020,5,neutral,neutral,0.03,0.96,0.01,0.0,1.0,0.0,0,1,0,0,1,0
collegium system need reconsideration say supreme court judge ak sikri,sc justice a.k sikri speaking launch chintan chandrachud new book 'the case india forgot ' justice d.y chandrachud present,Apoorva Mandhani ,2/1/2020,1,2,2020,5,neutral,positive,0.03,0.95,0.02,0.53,0.41,0.06,0,1,0,0,0,1
karnataka upset andhra make english ‘ medium instruction ’ school,letter andhra cm karnataka minister suresh kumar say making english compulsory deprives kannadigas border area state opportunity learn mother tongue,Rohini Swamy ,2/1/2020,1,2,2020,5,negative,neutral,0.0,0.0,1.0,0.0,0.71,0.29,1,0,0,0,1,0
kunal kamra sends indigo legal notice flying ban asks r 25 lakh compensation,kunal kamra legal notice demand action official claim banned violation civil aviation requirement heckled arnab goswami,Apoorva Mandhani ,2/1/2020,1,2,2020,5,negative,neutral,0.0,0.47,0.53,0.0,0.55,0.45,1,0,0,0,1,0
‘ nation like blooming lotus ’ — sitharaman quote kashmiri tamil poet budget speech,finance minister nirmala sitharaman quoted kashmiri poet dina nath nadim tamil poet avvaiyar thiruvalluvar union budget speech parliament,Kairvy Grewal ,2/1/2020,1,2,2020,5,neutral,neutral,0.03,0.96,0.01,0.01,0.99,0.0,0,1,0,0,1,0
324 indian wuhan test negative coronavirus quarantined observation,indian national brought coronavirus-hit wuhan china specialised quarantine centre manesar delhi,Snehesh Alex Philip ,2/1/2020,1,2,2020,5,negative,neutral,0.0,0.02,0.98,0.0,0.99,0.01,1,0,0,0,1,0
"sitharaman ’ s education budget fdi making student job-ready r 5,000-cr allocation rise",finance minister nirmala sitharaman announced setting police academy forensic science university budget 2020,Kritika Sharma ,2/1/2020,1,2,2020,5,neutral,neutral,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,1,0
second air india flight coronavirus-hit wuhan leave delhi today,flight — evacuated 324 passenger wuhan — team 5 doctor paramedical staff cockpit crew member 15 cabin crew member,PTI ,2/1/2020,1,2,2020,5,neutral,neutral,0.0,0.99,0.01,0.0,0.93,0.07,0,1,0,0,1,0
fear anti-caa protest push mumbai pride parade 11-year-old venue,mumbai police denies permission amid fear anti-caa nrc npr sloganeering august kranti maidan solidarity gathering held azad maidan saturday,Shubhangi Misra ,2/1/2020,1,2,2020,5,negative,negative,0.13,0.03,0.84,0.01,0.39,0.6,1,0,0,1,0,0
kashmiri facebook twitter despite modi govt ban social medium,central govt restored 2g mobile internet service postpaid prepaid phone j & k week social medium site remain blacklisted,Azaan Javaid ,2/1/2020,1,2,2020,5,negative,neutral,0.0,0.25,0.75,0.01,0.54,0.45,1,0,0,0,1,0
324 indian reach delhi special air india flight wuhan quarantined manesar,plane doctor ram manohar lohia hospital paramedic board assist indian landed delhi 7:30am,PTI ,2/1/2020,1,2,2020,5,neutral,neutral,0.0,1.0,0.0,0.0,0.99,0.01,0,1,0,0,1,0
j & k police arrest pulwama suicide attacker ’ s cousin kill 3 ‘ jaish militant ’ encounter,j & k police claim foil terrorist strike jaish militant entered union territory international border friday,Azaan Javaid ,1/31/2020,31,1,2020,4,negative,negative,0.0,0.0,1.0,0.0,0.04,0.96,1,0,0,1,0,0
air india plane carrying indian return coronavirus-hit wuhan saturday,indian national student quarantined 14 day arrival india,PTI ,1/31/2020,31,1,2020,4,neutral,neutral,0.01,0.99,0.0,0.03,0.85,0.12,0,1,0,0,1,0
’ s caa protest local turf war killed 2 bengal ’ s murshidabad police,people killed west bengal ’ s murshidabad district wednesday bullet fired anti-caa protest,Madhuparna Das ,1/31/2020,31,1,2020,4,negative,negative,0.0,0.01,0.99,0.0,0.0,1.0,1,0,0,1,0,0
itbp prepares 600-bed quarantine care facility tackle new coronavirus,building complex operational kitchen bathroom apart modern amenity like wi-fi,PTI ,1/31/2020,31,1,2020,4,neutral,neutral,0.12,0.88,0.0,0.41,0.58,0.01,0,1,0,0,1,0
headmistress parent arrested day sedition case filed school play modi,school bidar 21 january staged play caa nrc allegedly portrayed pm narendra modi poor light,PTI ,1/31/2020,31,1,2020,4,negative,negative,0.01,0.11,0.88,0.0,0.04,0.96,1,0,0,1,0,0
